the_geom,cartodb_id,the_geom_webmercator,acres,acs_tooltip,acs_tooltip_2,acs_tooltip_3,area_sqmi,borocd,cb_email,cb_website,cd_full_title,cd_short_title,cd_son_fy2018,cd_tot_bldgs,cd_tot_resunits,count_hosp_clinic,count_libraries,count_parks,count_public_schools,crime_count,crime_count_boro,crime_count_nyc,crime_per_1000,crime_per_1000_boro,crime_per_1000_nyc,female_10_14,female_15_19,female_20_24,female_25_29,female_30_34,female_35_39,female_40_44,female_45_49,female_5_9,female_50_54,female_55_59,female_60_64,female_65_69,female_70_74,female_75_79,female_80_84,female_85_over,female_under_5,fp_100_area,fp_100_bldg,fp_100_cost_burden,fp_100_cost_burden_value,fp_100_mhhi,fp_100_mortg_value,fp_100_openspace,fp_100_ownerocc,fp_100_ownerocc_value,fp_100_permortg,fp_100_pop,fp_100_rent_burden,fp_100_rent_burden_value,fp_100_resunits,fp_100_openspace2,fp_500_bldg,fp_500_cost_burden,fp_500_cost_burden_value,fp_500_mhhi,fp_500_mortg_value,fp_500_openspace,fp_500_ownerocc,fp_500_ownerocc_value,fp_500_permortg,fp_500_pop,fp_500_rent_burden,fp_500_rent_burden_value,fp_500_resunits,lep_rate,lep_rate_boro,lep_rate_nyc,lot_area_commercial_office,lot_area_industrial_manufacturing,lot_area_mixed_use,lot_area_open_space,lot_area_other_no_data,lot_area_parking,lot_area_public_facility_institution,lot_area_res_1_2_family_bldg,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_transportation_utility,lot_area_vacant,lots_commercial_office,lots_industrial_manufacturing,lots_mixed_use,lots_open_space,lots_other_no_data,lots_parking,lots_public_facility_institution,lots_res_1_2_family_bldg,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_total,lots_transportation_utility,lots_vacant,male_10_14,male_15_19,male_20_24,male_25_29,male_30_34,male_35_39,male_40_44,male_45_49,male_5_9,male_50_54,male_55_59,male_60_64,male_65_69,male_70_74,male_75_79,male_80_84,male_85_over,male_under_5,mean_commute,mean_commute_boro,mean_commute_nyc,moe_bach_deg,moe_bach_deg_boro,moe_bach_deg_nyc,moe_foreign_born,moe_hh_rent_burd,moe_hh_rent_burd_boro,moe_hh_rent_burd_nyc,moe_lep_rate,moe_lep_rate_boro,moe_lep_rate_nyc,moe_mean_commute,moe_mean_commute_boro,moe_mean_commute_nyc,moe_over65_rate,moe_over65_rate_boro,moe_over65_rate_nyc,moe_poverty_rate,moe_under18_rate,moe_under18_rate_boro,moe_under18_rate_nyc,moe_unemployment_nyc,moe_unemployment_boro,moe_unemployment,neighborhoods,over65_rate,over65_rate_boro,over65_rate_nyc,pct_asian_nh,pct_bach_deg,pct_bach_deg_boro,pct_bach_deg_nyc,pct_black_nh,pct_clean_strts,pct_clean_strts_boro,pct_clean_strts_nyc,pct_foreign_born,pct_hh_rent_burd,pct_hh_rent_burd_boro,pct_hh_rent_burd_nyc,pct_hispanic,pct_other_nh,pct_served_parks,pct_white_nh,pop_2000,pop_2010,pop_acs,pop_change_00_10,poverty_rate,poverty_rate_boro,poverty_rate_nyc,puma,shared_puma,shared_puma_cd,son_issue_1,son_issue_2,son_issue_3,total_lot_area,under18_rate,under18_rate_boro,under18_rate_nyc,unemployment_boro,unemployment,unemployment_nyc,v_pluto,v_acs,v_facdb,v_crime
,11,,1518.5,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3804, which is an approximation of Manhattan CD 11","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3804, which is an approximation of Manhattan CD 11.",2010 Census population counts for floodplain area within Manhattan CD 11.,2.4,111,mn11@cb.nyc.gov,www.cb11m.org,Manhattan Community District 11,Manhattan CD 11,,3267,58245,54,2,14,35,1934,26271,92480,15.5,16.1,11,2.6,3.2,4,4.9,4.2,4.3,3.5,3.4,2.5,3.5,3.6,2.9,2.3,1.6,1.7,1.2,1.4,2.8,1.19,1165,0.117145074,151,22000,459,0.818,0.058952664,1289,0.356089992,32448,0.458890112,8757,23692,0.818,1613,0.152024922,244,21000,682,0.817,0.053911525,1605,0.424922118,55060,0.47030688,12291,33248,20,15.8,23.1,,,,,,,,,,,,,171,51,824,58,12,119,235,109,223,1029,3108,47,230,3.1,3.1,4,5.2,4.3,3.2,2.8,2.4,2.8,3.1,2.4,2.4,1.5,1,0.8,0.5,0.7,2.9,35.8,32.1,41.2,1.6,0.4,0.2,1.1,1.6,0.5,0.3,1.3,0.2,0.1,0.9,0.2,0.1,0.6,0,0,1.3,0.9,0,0,0.1,0.1,0.6,"East Harlem, Harlem, Randall's Island Park, Wards Island Park",12.9,15.8,14.1,7.7,31.4,60.8,37.4,30.9,91.2,94.1,95.1,23.5,38.3,36.4,44.2,45.6,2.1,100,13.7,117743,120511,124541,0.02,22.3,14.4,19.8,3804,false,,Affordable housing,"Land use trends (zoning, development, neighborhood preservation, etc.)",Unemployment,4654078.276,20.4,14.4,20.9,3.8,5.3,4.4,20v4,Y2014-2018,6/24/20,2019
,12,,1790,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3801, which is an approximation of Manhattan CD 12","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3801, which is an approximation of Manhattan CD 12.",2010 Census population counts for floodplain area within Manhattan CD 12.,2.8,112,ebsmith@cb.nyc.gov,www.nyc.gov/html/mancb12,Manhattan Community District 12,Manhattan CD 12,,2883,73725,42,3,10,40,1981,26271,92480,9,16.1,11,2.1,2.5,3.7,5.5,4.7,3.7,3,3.3,2.4,3,3.1,3.1,2.5,1.9,1.6,1,1.6,2.6,1.12,99,0.167346939,164,22000,504,0.832,0.148710167,980,0.514285714,397,0.546088304,2820,1167,0.832,240,0.161290323,180,22000,504,0.834,0.106580078,1116,0.451612903,11674,0.53938706,4752,5002,37.9,15.8,23.1,,,,,,,,,,,,,181,11,597,39,5,101,192,163,395,922,2736,54,76,2.4,2.4,3.8,6,5.1,3.9,3.3,3.2,2.5,2.8,2.8,2.3,2,1.3,1,0.6,0.6,2.8,41.2,32.1,41.2,1.2,0.4,0.2,1,1.7,0.5,0.3,1.1,0.2,0.1,0.8,0.2,0.1,0.5,0,0,1,0.6,0,0,0.1,0.1,0.5,"Inwood, Washington Heights",14.1,15.8,14.1,3,33.3,60.8,37.4,7.6,89.8,94.1,95.1,46.4,43.4,36.4,44.2,68.8,1.7,100,18.9,208414,190020,219657,-0.09,19.6,14.4,19.8,3801,false,,Affordable housing,"Land use trends (zoning, development, neighborhood preservation, etc.)",Schools,5309939.122,17.4,14.4,20.9,3.8,6.1,4.4,20v4,Y2014-2018,6/24/20,2019
,13,,1386.6,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 1 and Bronx CD 2","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3710, which is an approximation of Bronx CD 1.",2010 Census population counts for floodplain area within Bronx CD 1.,2.2,201,brxcb1@optonline.net,www1.nyc.gov/site/bronxcb1/index.page,Bronx Community District 1,Bronx CD 1,,4327,40392,51,2,3,35,2205,18859,92480,13.9,13.1,11,3.4,3.9,4,4.2,4,3.7,3,3.5,3.9,3.1,2.5,2,1.5,1.3,1.1,0.8,0.9,3.3,0.28,327,0.573099415,98,17000,97,0,0.052957572,171,0.567251462,580,0.580417109,1642,2057,0,460,0.535519126,98,15000,97,0.001,0.041895604,183,0.530054645,1412,0.587394744,2302,3382,33.7,25.8,23.1,,,,,,,,,,,,,282,295,531,43,48,196,179,1176,114,836,4017,101,216,4,3.9,4.9,4.9,4.4,3.6,2.5,2.8,4.2,3,2.5,1.7,0.9,1,0.7,0.3,0.2,4.4,43.4,44.8,41.2,0.8,0.3,0.2,1,1.7,0.6,0.3,1.2,0.3,0.1,0.9,0.3,0.1,0.4,0,0,1.3,0.8,0,0,0.1,0.2,0.7,"Melrose, Mott Haven, Port Morris",8.8,12.1,14.1,0.7,10.7,19.8,37.4,29.3,90.4,94.3,95.1,30.2,50.3,50.9,44.2,66.8,1.2,99,2,82159,91497,158185,0.11,31,26.2,19.8,3710,true,Bronx CD 2,Affordable housing,Health care services,Unemployment,3947966.038,27.9,25.1,20.9,6.3,6.1,4.4,20v4,Y2014-2018,6/24/20,2019
,14,,1420.1,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 2 and Bronx CD 1","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3710, which is an approximation of Bronx CD 2.",2010 Census population counts for floodplain area within Bronx CD 2.,2.2,202,brxcb2@optonline.net,www.bxcb2.org,Bronx Community District 2,Bronx CD 2,,3218,20518,29,1,2,15,864,18859,92480,5.5,13.1,11,3.4,3.9,4,4.2,4,3.7,3,3.5,3.9,3.1,2.5,2,1.5,1.3,1.1,0.8,0.9,3.3,1.14,185,0.573099415,98,17000,97,0.02,0.052957572,171,0.567251462,848,0.580417109,1642,0,0.02,299,0.535519126,98,15000,97,0.024,0.041895604,183,0.530054645,848,0.587394744,2302,3,33.7,25.8,23.1,,,,,,,,,,,,,113,362,203,35,80,109,103,813,115,760,2996,110,193,4,3.9,4.9,4.9,4.4,3.6,2.5,2.8,4.2,3,2.5,1.7,0.9,1,0.7,0.3,0.2,4.4,43.4,44.8,41.2,0.8,0.3,0.2,1,1.7,0.6,0.3,1.2,0.3,0.1,0.9,0.3,0.1,0.4,0,0,1.3,0.8,0,0,0.1,0.2,0.7,"Hunts Point, Longwood",8.8,12.1,14.1,0.7,10.7,19.8,37.4,29.3,92.3,94.3,95.1,30.2,50.3,50.9,44.2,66.8,1.2,97,2,46824,52246,158185,0.12,31,26.2,19.8,3710,true,Bronx CD 1,Parks,Schools,Youth and childrens services,4250357.252,27.9,25.1,20.9,6.3,6.1,4.4,20v4,Y2014-2018,6/24/20,2019
,15,,1028.8,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 3 and Bronx CD 6","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3705, which is an approximation of Bronx CD 3.",2010 Census population counts for floodplain area within Bronx CD 3.,1.6,203,brxcomm3@optonline.net,www.nyc.gov/bronxcb3,Bronx Community District 3,Bronx CD 3,,3639,35289,38,1,11,43,1495,18859,92480,8.7,13.1,11,3.8,4.2,4.7,4.7,4,3.5,3,3.3,3.7,3.2,3,2.3,1.9,1.6,1,0.6,0.6,4.7,0.01,1,0.214876033,52,31000,155,0.011,0.122655854,242,0.640495868,0,0.530688159,856,0,0.011,21,0.240458015,63,19000,161,0.011,0.073041539,262,0.614503817,14,0.479672235,1522,84,27.5,25.8,23.1,,,,,,,,,,,,,122,119,319,50,35,201,207,1201,120,1039,3716,49,254,3.9,4.2,4.4,4.5,2.9,2.5,2.5,2.6,3.9,2.7,2.6,2.1,1.4,0.8,0.8,0.4,0.3,3.9,44.2,44.8,41.2,0.9,0.3,0.2,1.1,1.8,0.6,0.3,1,0.3,0.1,1,0.3,0.1,0.4,0,0,1.2,0.8,0,0,0.1,0.2,0.6,"Claremont, Crotona Park East, Melrose, Morrisania",9.4,12.1,14.1,1,13.2,19.8,37.4,30.7,91.1,94.3,95.1,31.4,50.7,50.9,44.2,63.1,1.2,100,4,68574,79762,171832,0.16,30.3,26.2,19.8,3705,true,Bronx CD 6,Health care services,Unemployment,Youth and childrens services,2973605.597,28.4,25.1,20.9,6.3,7.8,4.4,20v4,Y2014-2018,6/24/20,2019
,16,,1275,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3708, which is an approximation of Bronx CD 4","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3708, which is an approximation of Bronx CD 4.",2010 Census population counts for floodplain area within Bronx CD 4.,2,204,bx04@cb.nyc.gov,www.nyc.gov/html/bxcb4,Bronx Community District 4,Bronx CD 4,,3327,53482,41,3,9,36,2359,18859,92480,16.6,13.1,11,4.4,3.5,4,4,3.9,3.4,3.7,3.4,4.2,3.7,3.1,2.6,2,1.7,1.1,0.7,0.8,3.4,0.12,37,0.471014493,65,24000,82,0.029,0.070193286,138,0.594202899,0,0.617178612,1085,0,0.029,27,0.471014493,65,24000,82,0.021,0.070193286,138,0.594202899,0,0.617178612,1085,0,34.4,25.8,23.1,,,,,,,,,,,,,190,29,336,74,26,140,164,733,305,1101,3377,79,200,3.6,4.1,4.1,3.9,3.6,3,3.1,2.9,3.6,2.8,2.7,2,1.3,1,0.6,0.3,0.4,3.3,42,44.8,41.2,1,0.3,0.2,1.3,2.2,0.6,0.3,1.4,0.3,0.1,0.9,0.3,0.1,0.5,0,0,1.3,0.8,0,0,0.1,0.2,0.6,"Concourse, Concourse Village, East Concourse, Highbridge, Mount Eden, West Concourse",9.9,12.1,14.1,1.3,15.6,19.8,37.4,29,92.7,94.3,95.1,42.9,53.9,50.9,44.2,65.7,2,100,2,139563,146441,142071,0.05,32.4,26.2,19.8,3708,false,,"Quality of life issues (noise, graffiti, petty crime, etc.)",Schools,Youth and childrens services,3507558.016,27.3,25.1,20.9,6.3,6.3,4.4,20v4,Y2014-2018,6/24/20,2019
,17,,879.5,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3707, which is an approximation of Bronx CD 5","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3707, which is an approximation of Bronx CD 5.",2010 Census population counts for floodplain area within Bronx CD 5.,1.4,205,bx05@cb.nyc.gov,www1.nyc.gov/site/bronxcb5/index.page,Bronx Community District 5,Bronx CD 5,,3465,51662,47,2,5,29,1675,18859,92480,12.2,13.1,11,3.8,4.1,4.3,4.8,3.8,3.8,3,3.6,3.7,3.8,2.8,2.2,1.9,1.3,1,0.3,0.4,4.6,0.09,11,0,0,16000,32,0.02,0.013652913,45,0.711111111,4048,0.650425115,1989,1654,0.02,8,0,0,16000,32,0.02,0.013652913,45,0.711111111,4048,0.650425115,1989,1654,36.4,25.8,23.1,,,,,,,,,,,,,218,16,284,60,11,84,136,1146,314,865,3305,35,136,3.7,3.9,4.2,4.5,3.3,3,2.4,2.5,4.2,3.5,2.5,1.6,1.3,1,0.5,0.3,0.2,4.3,43.3,44.8,41.2,0.8,0.3,0.2,1.1,1.6,0.6,0.3,1.3,0.3,0.1,0.9,0.3,0.1,0.5,0,0,1.5,0.7,0,0,0.1,0.2,0.7,"Fordham, Morris Heights, Mount Hope, University Heights",8.2,12.1,14.1,1.2,12.3,19.8,37.4,26.8,91.9,94.3,95.1,42.8,58.3,50.9,44.2,69.5,1.4,100,1.1,128313,128200,137655,0,35.6,26.2,19.8,3707,false,,Affordable housing,Schools,Unemployment,2314101.65,29.1,25.1,20.9,6.3,7.3,4.4,20v4,Y2014-2018,6/24/20,2019
,18,,985.3,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 6 and Bronx CD 3","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3705, which is an approximation of Bronx CD 6.",2010 Census population counts for floodplain area within Bronx CD 6.,1.5,206,bronxcb6@bronxcb6.org,www.bronxcb6.org,Bronx Community District 6,Bronx CD 6,,4338,35241,38,3,5,39,1312,18859,92480,7.6,13.1,11,3.8,4.2,4.7,4.7,4,3.5,3,3.3,3.7,3.2,3,2.3,1.9,1.6,1,0.6,0.6,4.7,0,8,0.214876033,52,31000,155,0,0.122655854,242,0.640495868,0,0.530688159,856,0,0,11,0.240458015,63,19000,161,0,0.073041539,262,0.614503817,158,0.479672235,1522,169,27.5,25.8,23.1,,,,,,,,,,,,,219,73,418,54,26,198,156,1272,152,1311,4165,76,210,3.9,4.2,4.4,4.5,2.9,2.5,2.5,2.6,3.9,2.7,2.6,2.1,1.4,0.8,0.8,0.4,0.3,3.9,44.2,44.8,41.2,0.9,0.3,0.2,1.1,1.8,0.6,0.3,1,0.3,0.1,1,0.3,0.1,0.4,0,0,1.2,0.8,0,0,0.1,0.2,0.6,"Bathgate, Belmont, Bronx Park South, East Tremont, West Farms",9.4,12.1,14.1,1,13.2,19.8,37.4,30.7,91.9,94.3,95.1,31.4,50.7,50.9,44.2,63.1,1.2,99,4,75688,83268,171832,0.1,30.3,26.2,19.8,3705,true,Bronx CD 3,Crime,Schools,Unemployment,2643209.325,28.4,25.1,20.9,6.3,7.8,4.4,20v4,Y2014-2018,6/24/20,2019
,19,,1223.5,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3706, which is an approximation of Bronx CD 7","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3706, which is an approximation of Bronx CD 7.",2010 Census population counts for floodplain area within Bronx CD 7.,1.9,207,info@bronxcb7.info,www.bronxcb7.info,Bronx Community District 7,Bronx CD 7,,4056,52909,30,2,6,26,1900,18859,92480,14.4,13.1,11,3.7,3.2,3.7,4.5,4.4,3.7,3,3,3.3,3.6,2.9,2.8,1.9,1.7,0.9,0.7,0.7,4.5,0.08,18,0,0,0,0,0,0.012048193,7,0,0,0.559546314,296,0,0,9,0,0,0,0,0,0.012048193,7,0,0,0.559546314,296,0,35.2,25.8,23.1,,,,,,,,,,,,,228,20,358,23,13,77,164,1239,349,971,3621,57,122,3.5,3.3,3.9,4.8,4.6,3.2,2.8,3,3.1,2.7,2.4,2.4,1.4,1,0.7,0.5,0.3,4.3,44.9,44.8,41.2,1,0.3,0.2,1.7,2.1,0.6,0.3,1.5,0.3,0.1,1,0.3,0.1,0.6,0,0,1.5,1,0,0,0.1,0.2,0.8,"Bedford Park, Fordham, Kingsbridge Heights, Norwood, University Heights",9.6,12.1,14.1,5.6,16.6,19.8,37.4,14.9,93,94.3,95.1,44.5,54.4,50.9,44.2,71.5,2.2,98,5.8,141411,139286,132075,-0.02,27.4,26.2,19.8,3706,false,,"Land use trends (zoning, development, neighborhood preservation, etc.)",Schools,Other,3331388.501,26.4,25.1,20.9,6.3,7.5,4.4,20v4,Y2014-2018,6/24/20,2019
,20,,2113.1,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3701, which is an approximation of Bronx CD 8","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3701, which is an approximation of Bronx CD 8.",2010 Census population counts for floodplain area within Bronx CD 8.,3.3,208,bx08@cb.nyc.gov,www.nyc.gov/html/bxcb8,Bronx Community District 8,Bronx CD 8,,5461,45263,10,5,6,19,961,18859,92480,8.8,13.1,11,2.4,2.2,3.3,3.8,3.9,3.5,3,3.4,3.1,3.2,3.3,3.4,3,2.2,2.1,1.5,2.6,3.4,0.79,101,0.133040936,91,47000,305,0.239,0.289340102,684,0.445906433,36,0.517891997,796,1054,0.239,102,0.114285714,116,47000,368,0.041,0.306646526,1015,0.362561576,41,0.511267606,1089,1035,20.6,25.8,23.1,,,,,,,,,,,,,189,11,161,49,13,60,141,3067,286,552,4998,38,431,2.7,2.7,3.3,3.8,3.5,2.9,2.9,2.9,3,2.6,2.8,2.2,2.7,1.6,1.3,1,1,4,46.2,44.8,41.2,1.4,0.3,0.2,1.5,2.1,0.6,0.3,1.2,0.3,0.1,1.1,0.3,0.1,0.8,0,0,1.1,0.8,0,0,0.1,0.2,0.6,"Fieldston, Kingsbridge, Marble Hill (MN), North Riverdale, Riverdale, Spuyten Duyvil",19,12.1,14.1,4.4,40.3,19.8,37.4,12,96.9,94.3,95.1,34.2,46.6,50.9,44.2,48.8,2.5,92,32.3,101332,101731,109781,0,15.8,26.2,19.8,3701,false,,"Land use trends (zoning, development, neighborhood preservation, etc.)",Parks,Senior services,6581600.469,21.1,25.1,20.9,6.3,5,4.4,20v4,Y2014-2018,6/24/20,2019
,21,,2622.5,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3709, which is an approximation of Bronx CD 9","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3709, which is an approximation of Bronx CD 9.",2010 Census population counts for floodplain area within Bronx CD 9.,4.1,209,bx09@cb.nyc.gov,www.nyc.gov/bxcb9,Bronx Community District 9,Bronx CD 9,,13464,66385,14,4,8,41,1783,18859,92480,9.5,13.1,11,3.4,2.9,4.1,4.3,3.7,3.8,3.2,3.5,3,3.7,3.3,3.1,2.4,1.8,1.6,0.9,0.9,3.4,0.71,807,0.39804401,814,36000,1692,0.332,0.531583052,2045,0.827383863,654,0.543882979,818,1172,0.332,2617,0.444973545,1682,21000,2779,0.347,0.253606172,3780,0.735185185,20950,0.576279528,5855,12823,24.8,25.8,23.1,,,,,,,,,,,,,275,70,310,44,33,187,154,6227,110,3154,11013,57,392,3.2,3.2,3.9,4.1,3.6,3,2.4,3.4,3.9,2.8,2.5,2.3,1.6,1.3,1,0.6,0.4,3.9,46.4,44.8,41.2,0.9,0.3,0.2,1.2,1.6,0.6,0.3,1,0.3,0.1,0.9,0.3,0.1,0.6,0,0,1.1,0.7,0,0,0.1,0.2,0.5,"Bronx River, Castle Hill, Clason Point, Harding Park, Parkchester, Soundview, Soundview-Bruckner, Unionport",12.5,12.1,14.1,7.4,17.4,19.8,37.4,28.7,95.1,94.3,95.1,33.1,48.9,50.9,44.2,58.4,2.6,86,2.9,167859,172298,186915,0.03,27.6,26.2,19.8,3709,false,,Affordable housing,Crime,"Land use trends (zoning, development, neighborhood preservation, etc.)",7358273.748,24.5,25.1,20.9,6.3,6,4.4,20v4,Y2014-2018,6/24/20,2019
,22,,4124.8,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3703, which is an approximation of Bronx CD 10","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3703, which is an approximation of Bronx CD 10.",2010 Census population counts for floodplain area within Bronx CD 10.,6.4,210,bx10@cb.nyc.gov,www.nyc.gov/html/bxcb10/,Bronx Community District 10,Bronx CD 10,,20159,49936,11,5,5,23,1121,18859,92480,9.2,13.1,11,2.4,2.7,2.9,3.8,3.2,3.7,3,3.7,2.6,3.8,3.4,3.8,3.1,2.7,2.5,1.7,2.4,2.9,2.29,4284,0.2946854,2412,42000,4273,0.48,0.488132157,8185,0.522052535,11229,0.419639383,3235,20560,0.48,5599,0.234437976,3141,37000,5964,0.388,0.469512195,13398,0.445141066,28407,0.426672446,5906,22675,11.9,25.8,23.1,,,,,,,,,,,,,376,94,379,67,52,223,142,11174,56,1862,15224,65,734,3,2.6,3.4,2.7,2.6,2.9,3.6,3,2.8,3.3,2.7,3.1,2.4,1.9,1.3,1.1,0.7,2.6,45.1,44.8,41.2,1.6,0.3,0.2,1.5,3.4,0.6,0.3,1,0.3,0.1,1.4,0.3,0.1,1.1,0,0,1.4,0.9,0,0,0.1,0.2,0.7,"City Island, Co-op City, Country Club, Edgewater Park, Pelham Bay, Schuylerville, Throgs Neck, Westchester Square",19.9,12.1,14.1,3,27.9,19.8,37.4,27.8,97.7,94.3,95.1,21.3,38.2,50.9,44.2,39.4,2.3,51,27.5,115948,120392,121313,0.04,14,26.2,19.8,3703,false,,"Quality of life issues (noise, graffiti, petty crime, etc.)",Traffic,Trash removal & cleanliness,11194653.77,19.4,25.1,20.9,6.3,4.4,4.4,20v4,Y2014-2018,6/24/20,2019
,23,,2302.6,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3704, which is an approximation of Bronx CD 11","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3704, which is an approximation of Bronx CD 11.",2010 Census population counts for floodplain area within Bronx CD 11.,3.6,211,Bx11@cb.nyc.gov,www.nyc.gov/bxcb11,Bronx Community District 11,Bronx CD 11,,15207,52668,38,3,1,22,1043,18859,92480,8.1,13.1,11,2.9,3,3.3,4.4,3.8,3.6,3.7,3,3,3.4,3.2,3,2.4,1.6,1.5,1.4,1.7,2.8,0.24,94,0.270588235,23,44000,34,0.002,0.116758242,85,0.4,296,0.49399657,288,9,0.002,401,0.514705882,210,23000,211,0,0.727272727,408,0.517156863,2365,0.55862069,81,491,22.7,25.8,23.1,,,,,,,,,,,,,330,67,398,14,21,172,135,9211,158,1711,12718,124,377,3,3.4,2.9,4.3,3.6,3.3,3.6,3.1,3.3,3.3,3,2.3,2,1.3,1.1,0.7,0.7,3.4,44,44.8,41.2,1.1,0.3,0.2,1.2,2.1,0.6,0.3,1,0.3,0.1,0.9,0.3,0.1,0.7,0,0,1,1,0,0,0.1,0.2,0.6,"Allerton, Bronxdale, Indian Village, Morris Park, Pelham Gardens, Pelham Parkway, Van Nest",14.4,12.1,14.1,7.8,24.8,19.8,37.4,21.4,95.4,94.3,95.1,33.6,49,50.9,44.2,47,2.1,86,21.7,110706,113232,129333,0.02,20.6,26.2,19.8,3704,false,,Police-community relations,Public health facilities,"Quality of life issues (noise, graffiti, petty crime, etc.)",6264837.903,22.3,25.1,20.9,6.3,6,4.4,20v4,Y2014-2018,6/24/20,2019
,24,,3556.3,"American Community Survey 2014-2018 5-Year Estimates for PUMA 3702, which is an approximation of Bronx CD 12","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3702, which is an approximation of Bronx CD 12.",2010 Census population counts for floodplain area within Bronx CD 12.,5.6,212,gtorres@cb.nyc.gov ,www1.nyc.gov/site/bronxcb12/index.page,Bronx Community District 12,Bronx CD 12,,24542,55401,20,4,1,28,2022,18859,92480,13.6,13.1,11,3,3.5,4.3,4.6,3.7,3.4,3.3,4,2.9,3.8,3.8,3.4,2.3,1.8,1.8,1,1,3.2,0.27,89,0.341941229,384,29000,679,0.162,0.395422535,1123,0.604630454,40,0.511169514,778,57,0.162,224,0.389726027,569,36000,869,0.162,0.413129598,1460,0.59520548,1120,0.489304813,915,857,9,25.8,23.1,,,,,,,,,,,,,401,142,488,26,49,306,245,14386,108,3568,20656,173,764,3.3,3.1,3.9,3.7,2.6,2.6,3,3.1,2.8,3.2,2.8,2.5,1.9,1.3,0.9,0.6,0.5,3.1,47.1,44.8,41.2,1.2,0.3,0.2,1.2,2.1,0.6,0.3,0.6,0.3,0.1,1.1,0.3,0.1,0.6,0,0,1.2,0.8,0,0,0.1,0.2,0.5,"Baychester, Eastchester, Edenwald, Olinville, Wakefield, Williamsbridge, Woodlawn",13.2,12.1,14.1,3.1,23.4,19.8,37.4,64.8,93.8,94.3,95.1,40.4,52.6,50.9,44.2,23.4,2.4,67,6.3,149077,152344,148712,0.02,20.9,26.2,19.8,3702,false,,Parks,"Quality of life issues (noise, graffiti, petty crime, etc.)",Trash removal & cleanliness,10297643.54,22.3,25.1,20.9,6.3,6.3,4.4,20v4,Y2014-2018,6/24/20,2019
